"날짜","종가","시가","고가","저가","거래량","변동 %"
"2022- 09- 16","6,335","6,250","6,350","6,245","786.54K","0.64%"
"2022- 09- 15","6,295","6,320","6,325","6,265","1.59M","-0.55%"
"2022- 09- 14","6,330","6,310","6,340","6,285","2.24M","-2.47%"
"2022- 09- 13","6,490","6,470","6,500","6,450","1.60M","1.01%"
"2022- 09- 08","6,425","6,455","6,455","6,385","1.19M","0.71%"
"2022- 09- 07","6,380","6,460","6,460","6,355","2.51M","-2.07%"
"2022- 09- 06","6,515","6,550","6,585","6,480","2.10M","-0.31%"
"2022- 09- 05","6,535","6,595","6,605","6,515","2.55M","-1.73%"
"2022- 09- 04","6,650","6,650","6,650","6,650","","0.00%"
"2022- 09- 02","6,650","6,670","6,690","6,625","1.59M","-0.45%"
"2022- 09- 01","6,680","6,775","6,775","6,675","1.32M","-2.27%"
"2022- 08- 31","6,835","6,725","6,840","6,700","593.45K","1.18%"
"2022- 08- 30","6,755","6,745","6,770","6,720","358.63K","0.52%"
"2022- 08- 29","6,720","6,795","6,800","6,720","1.03M","-2.68%"
"2022- 08- 28","6,905","6,905","6,905","6,905","","0.00%"
"2022- 08- 26","6,905","6,880","6,925","6,870","442.32K","0.44%"
"2022- 08- 25","6,875","6,820","6,885","6,805","690.05K","1.10%"
"2022- 08- 24","6,800","6,820","6,840","6,785","558.55K","0.44%"
"2022- 08- 23","6,770","6,780","6,850","6,770","817.88K","-0.88%"
"2022- 08- 22","6,830","6,910","6,910","6,825","1.32M","-2.22%"
"2022- 08- 19","6,985","7,020","7,020","6,945","1.17M","-0.78%"
"2022- 08- 18","7,040","7,100","7,110","7,030","977.08K","-1.33%"
"2022- 08- 17","7,135","7,150","7,160","7,130","392.36K","-0.35%"
"2022- 08- 16","7,160","7,125","7,165","7,125","532.79K","-1.04%"
"2022- 08- 15","7,235","7,235","7,235","7,235","","0.00%"
"2022- 08- 12","7,235","7,165","7,260","7,165","176.30K","0.21%"
"2022- 08- 11","7,220","7,230","7,260","7,200","332.54K","1.12%"
"2022- 08- 10","7,140","7,190","7,190","7,140","308.55K","-0.97%"
"2022- 08- 09","7,210","7,230","7,245","7,180","202.03K","0.28%"
"2022- 08- 08","7,190","7,225","7,230","7,185","218.12K","-1.17%"
"2022- 08- 05","7,275","7,215","7,295","7,210","438.83K","1.75%"
"2022- 08- 04","7,150","7,165","7,180","7,130","202.47K","0.14%"
"2022- 08- 03","7,140","7,115","7,185","7,115","296.76K","-0.76%"
"2022- 08- 02","7,195","7,175","7,200","7,145","166.47K","-0.35%"
"2022- 08- 01","7,220","7,195","7,225","7,160","297.72K","-0.55%"
"2022- 07- 29","7,260","7,290","7,300","7,230","376.13K","-0.07%"
"2022- 07- 28","7,265","7,170","7,265","7,160","512.53K","2.04%"
"2022- 07- 27","7,120","7,135","7,165","7,100","118.91K","-0.70%"
"2022- 07- 26","7,170","7,120","7,180","7,120","194.29K","0.70%"
"2022- 07- 25","7,120","7,130","7,175","7,120","420.71K","0.00%"
"2022- 07- 22","7,120","7,180","7,180","7,110","139.41K","-0.70%"
"2022- 07- 21","7,170","7,125","7,180","7,080","192.90K","0.56%"
"2022- 07- 20","7,130","7,190","7,225","7,120","306.80K","0.21%"
"2022- 07- 19","7,115","7,050","7,150","7,050","169.19K","0.49%"
"2022- 07- 18","7,080","7,045","7,110","7,025","603.93K","1.29%"
"2022- 07- 15","6,990","7,080","7,080","6,985","1.10M","-2.10%"
"2022- 07- 14","7,140","7,205","7,205","7,135","383.01K","-0.70%"
"2022- 07- 13","7,190","7,150","7,235","7,150","380.01K","0.84%"
"2022- 07- 12","7,130","7,160","7,185","7,095","1.54M","-1.45%"
"2022- 07- 11","7,235","7,300","7,310","7,235","289.63K","-0.41%"
"2022- 07- 08","7,265","7,295","7,330","7,240","832.77K","-0.07%"
"2022- 07- 07","7,270","7,210","7,315","7,185","831.21K","1.04%"
"2022- 07- 06","7,195","7,190","7,220","7,160","532.57K","-1.10%"
"2022- 07- 05","7,275","7,330","7,340","7,270","467.07K","-0.55%"
"2022- 07- 04","7,315","7,305","7,320","7,275","273.31K","0.14%"
"2022- 07- 01","7,305","7,375","7,395","7,290","250.81K","0.21%"
"2022- 06- 30","7,290","7,270","7,310","7,240","279.88K","-0.14%"
"2022- 06- 29","7,300","7,375","7,400","7,300","257.84K","-2.21%"
"2022- 06- 28","7,465","7,440","7,480","7,425","151.25K","0.34%"
"2022- 06- 27","7,440","7,370","7,500","7,345","473.05K","1.78%"
"2022- 06- 24","7,310","7,285","7,330","7,265","439.30K","0.55%"
"2022- 06- 23","7,270","7,310","7,315","7,255","293.00K","-0.62%"
"2022- 06- 22","7,315","7,365","7,380","7,310","209.63K","-0.68%"
"2022- 06- 21","7,365","7,395","7,420","7,360","224.77K","-0.27%"
"2022- 06- 20","7,385","7,410","7,425","7,340","448.83K","-0.67%"
"2022- 06- 17","7,435","7,410","7,490","7,390","946.43K","-0.13%"
"2022- 06- 16","7,445","7,495","7,540","7,415","376.38K","0.61%"
"2022- 06- 15","7,400","7,425","7,430","7,365","262.34K","-0.67%"
"2022- 06- 14","7,450","7,400","7,450","7,385","2.05M","-0.53%"
"2022- 06- 13","7,490","7,520","7,520","7,425","1.26M","-2.28%"
"2022- 06- 10","7,665","7,740","7,740","7,665","492.60K","-1.79%"
"2022- 06- 09","7,805","7,815","7,850","7,760","328.15K","-0.38%"
"2022- 06- 08","7,835","7,820","7,845","7,800","72.03K","0.38%"
"2022- 06- 07","7,805","7,865","7,865","7,765","314.80K","-2.38%"
"2022- 06- 03","7,995","7,965","8,035","7,965","215.12K","1.52%"
"2022- 06- 02","7,875","7,900","7,940","7,840","262.28K","-2.17%"
"2022- 05- 31","8,050","8,045","8,085","7,990","439.41K","0.25%"
"2022- 05- 30","8,030","7,890","8,040","7,855","464.30K","2.55%"
"2022- 05- 27","7,830","7,745","7,860","7,745","456.67K","1.95%"
"2022- 05- 26","7,680","7,725","7,730","7,660","254.02K","-0.58%"
"2022- 05- 25","7,725","7,750","7,775","7,720","271.25K","0.19%"
"2022- 05- 24","7,710","7,750","7,760","7,710","266.24K","-0.19%"
"2022- 05- 23","7,725","7,645","7,730","7,640","371.68K","0.65%"
"2022- 05- 20","7,675","7,685","7,695","7,625","176.18K","1.32%"
"2022- 05- 19","7,575","7,595","7,630","7,575","153.10K","-1.56%"
"2022- 05- 18","7,695","7,670","7,700","7,625","368.12K","1.18%"
"2022- 05- 17","7,605","7,530","7,610","7,530","391.39K","1.47%"
"2022- 05- 16","7,495","7,565","7,595","7,480","233.06K","-0.07%"
"2022- 05- 13","7,500","7,445","7,525","7,430","376.39K","0.54%"
"2022- 05- 12","7,460","7,540","7,540","7,420","578.69K","-2.04%"
"2022- 05- 11","7,615","7,580","7,615","7,550","353.83K","0.13%"
"2022- 05- 10","7,605","7,610","7,635","7,565","283.41K","-0.33%"
"2022- 05- 09","7,630","7,625","7,635","7,590","380.86K","-0.20%"
"2022- 05- 06","7,645","7,690","7,700","7,595","457.30K","-1.04%"
"2022- 05- 04","7,725","7,765","7,810","7,725","361.16K","0.06%"
"2022- 05- 03","7,720","7,695","7,755","7,690","205.40K","-0.06%"
"2022- 05- 02","7,725","7,745","7,760","7,695","323.01K","-1.47%"
"2022- 04- 29","7,840","7,655","7,840","7,655","557.38K","2.48%"
"2022- 04- 28","7,650","7,750","7,770","7,630","604.32K","-1.16%"
"2022- 04- 27","7,740","7,790","7,790","7,735","542.44K","-2.27%"
"2022- 04- 26","7,920","7,940","7,980","7,920","216.07K","0.00%"
"2022- 04- 25","7,920","8,005","8,015","7,920","419.22K","-1.80%"
"2022- 04- 22","8,065","8,015","8,070","8,010","284.57K","-0.12%"
"2022- 04- 21","8,075","8,120","8,125","8,075","73.80K","-0.43%"
"2022- 04- 20","8,110","8,065","8,150","8,045","341.82K","0.06%"
"2022- 04- 19","8,105","8,125","8,150","8,095","110.03K","-0.31%"
"2022- 04- 18","8,130","8,190","8,190","8,130","85.92K","-0.79%"
"2022- 04- 15","8,195","8,180","8,210","8,160","128.95K","-0.67%"
"2022- 04- 14","8,250","8,250","8,275","8,240","68.07K","0.43%"
"2022- 04- 13","8,215","8,180","8,245","8,165","136.28K","1.29%"
"2022- 04- 12","8,110","8,115","8,120","8,075","178.14K","-0.43%"
"2022- 04- 11","8,145","8,195","8,195","8,135","165.27K","-1.39%"
"2022- 04- 08","8,260","8,370","8,370","8,240","134.04K","-0.84%"
"2022- 04- 07","8,330","8,325","8,365","8,320","31.00K","-0.06%"
"2022- 04- 06","8,335","8,340","8,350","8,290","126.64K","-1.01%"
"2022- 04- 05","8,420","8,410","8,445","8,385","49.38K","0.24%"
"2022- 04- 04","8,400","8,325","8,400","8,320","40.46K","0.18%"
"2022- 04- 01","8,385","8,390","8,390","8,340","155.76K","-0.53%"
"2022- 03- 31","8,430","8,435","8,470","8,415","93.00K","-0.24%"
"2022- 03- 30","8,450","8,435","8,480","8,405","299.47K","1.56%"
"2022- 03- 29","8,320","8,280","8,325","8,280","155.05K","1.16%"
"2022- 03- 28","8,225","8,275","8,280","8,225","271.32K","-1.26%"
"2022- 03- 25","8,330","8,325","8,365","8,315","71.76K","-0.18%"
"2022- 03- 24","8,345","8,340","8,355","8,305","69.42K","-0.71%"
"2022- 03- 23","8,405","8,390","8,440","8,390","187.47K","0.66%"
"2022- 03- 22","8,350","8,300","8,350","8,270","262.31K","-0.24%"
"2022- 03- 21","8,370","8,435","8,450","8,370","96.13K","-1.36%"
"2022- 03- 18","8,485","8,405","8,490","8,360","241.49K","1.01%"
"2022- 03- 17","8,400","8,245","8,415","8,230","357.01K","3.38%"
"2022- 03- 16","8,125","8,050","8,125","8,015","239.18K","1.18%"
"2022- 03- 15","8,030","8,045","8,070","8,010","214.56K","-0.25%"
"2022- 03- 14","8,050","8,090","8,135","8,050","245.85K","-1.47%"
"2022- 03- 11","8,170","8,205","8,205","8,130","114.47K","-0.55%"
"2022- 03- 10","8,215","8,245","8,265","8,175","170.28K","1.48%"
"2022- 03- 08","8,095","8,180","8,185","8,080","224.93K","-1.70%"
"2022- 03- 07","8,235","8,300","8,330","8,225","277.30K","-2.20%"
"2022- 03- 04","8,420","8,495","8,500","8,415","225.59K","-1.52%"
"2022- 03- 03","8,550","8,560","8,575","8,550","52.27K","0.23%"
"2022- 03- 02","8,530","8,530","8,560","8,530","52.51K","-0.47%"
"2022- 02- 28","8,570","8,570","8,570","8,495","162.65K","-0.17%"
"2022- 02- 25","8,585","8,540","8,605","8,535","99.46K","0.06%"
"2022- 02- 24","8,580","8,695","8,695","8,560","121.01K","-1.38%"
"2022- 02- 23","8,700","8,725","8,750","8,700","82.74K","-0.06%"
"2022- 02- 22","8,705","8,690","8,710","8,665","41.91K","-0.17%"
"2022- 02- 21","8,720","8,640","8,735","8,625","73.31K","0.63%"
"2022- 02- 18","8,665","8,635","8,680","8,630","39.57K","0.12%"
"2022- 02- 17","8,655","8,660","8,690","8,605","52.82K","0.00%"
"2022- 02- 16","8,655","8,655","8,675","8,645","43.16K","0.46%"
"2022- 02- 15","8,615","8,650","8,660","8,605","10.98K","-0.81%"
"2022- 02- 14","8,685","8,620","8,685","8,610","20.10K","0.58%"
"2022- 02- 11","8,635","8,600","8,635","8,590","14.26K","-0.29%"
"2022- 02- 10","8,660","8,680","8,690","8,655","10.00K","0.00%"
"2022- 02- 09","8,660","8,655","8,680","8,655","23.21K","0.17%"
"2022- 02- 08","8,645","8,635","8,655","8,625","37.57K","0.41%"
"2022- 02- 07","8,610","8,630","8,635","8,600","33.04K","-0.35%"
"2022- 02- 04","8,640","8,570","8,640","8,570","73.25K","1.35%"
"2022- 02- 03","8,525","8,570","8,570","8,520","65.60K","0.18%"
"2022- 01- 28","8,510","8,535","8,555","8,505","98.19K","-0.76%"
"2022- 01- 27","8,575","8,610","8,610","8,555","104.73K","-0.69%"
"2022- 01- 26","8,635","8,645","8,660","8,630","10.82K","0.06%"
"2022- 01- 25","8,630","8,670","8,670","8,600","56.09K","-0.40%"
"2022- 01- 24","8,665","8,710","8,710","8,665","17.47K","-0.35%"
"2022- 01- 21","8,695","8,700","8,710","8,680","17.16K","-0.34%"
"2022- 01- 20","8,725","8,750","8,765","8,715","11.69K","0.11%"
"2022- 01- 19","8,715","8,700","8,730","8,700","18.57K","-0.17%"
"2022- 01- 18","8,730","8,735","8,795","8,715","33.78K","0.34%"
"2022- 01- 17","8,700","8,750","8,750","8,695","45.39K","-1.08%"
"2022- 01- 14","8,795","8,755","8,795","8,750","59.71K","0.23%"
"2022- 01- 13","8,775","8,775","8,785","8,745","62.11K","0.40%"
"2022- 01- 12","8,740","8,725","8,760","8,725","85.99K","0.63%"
"2022- 01- 11","8,685","8,625","8,695","8,625","145.50K","0.81%"
"2022- 01- 10","8,615","8,615","8,620","8,585","52.31K","0.35%"
"2022- 01- 07","8,585","8,550","8,590","8,545","184.70K","-0.06%"
"2022- 01- 06","8,590","8,595","8,640","8,585","114.55K","-0.64%"
"2022- 01- 05","8,645","8,645","8,650","8,605","402.63K","-0.58%"
"2022- 01- 04","8,695","8,675","8,705","8,655","114.32K","-0.23%"
"2022- 01- 03","8,715","8,750","8,775","8,700","47.18K","-0.40%"
"2021- 12- 30","8,750","8,800","8,835","8,750","23.46K","-0.46%"
"2021- 12- 29","8,790","8,795","8,795","8,770","6.02K","0.23%"
"2021- 12- 28","8,770","8,800","8,800","8,770","7.37K","-0.28%"
"2021- 12- 27","8,795","8,800","8,810","8,795","5.62K","-0.06%"
"2021- 12- 24","8,800","8,805","8,815","8,780","15.01K","0.11%"
"2021- 12- 23","8,790","8,760","8,800","8,740","25.16K","0.74%"
"2021- 12- 22","8,725","8,740","8,750","8,720","26.21K","0.06%"
"2021- 12- 21","8,720","8,745","8,765","8,715","34.66K","-0.17%"
"2021- 12- 20","8,735","8,795","8,800","8,725","91.43K","-1.80%"
"2021- 12- 17","8,895","8,835","8,895","8,805","24.23K","0.40%"
"2021- 12- 16","8,860","8,835","8,870","8,835","20.66K","0.45%"
"2021- 12- 15","8,820","8,845","8,845","8,800","24.07K","-0.51%"
"2021- 12- 14","8,865","8,840","8,880","8,835","18.61K","-0.45%"
"2021- 12- 13","8,905","8,915","8,950","8,890","11.04K","0.06%"
"2021- 12- 10","8,900","8,935","8,965","8,900","17.67K","-1.11%"
"2021- 12- 09","9,000","8,990","9,005","8,980","14.63K","0.39%"
"2021- 12- 08","8,965","8,935","8,970","8,930","22.86K","0.62%"
"2021- 12- 07","8,910","8,890","8,910","8,850","21.80K","0.39%"
"2021- 12- 06","8,875","8,850","8,885","8,820","15.80K","-0.45%"
"2021- 12- 03","8,915","8,945","8,960","8,905","10.78K","-0.56%"
"2021- 12- 02","8,965","8,910","8,970","8,910","26.19K","0.39%"
"2021- 12- 01","8,930","8,845","8,945","8,825","334.75K","1.71%"
"2021- 11- 30","8,780","8,745","8,810","8,745","134.04K","0.63%"
"2021- 11- 29","8,725","8,675","8,730","8,675","91.18K","0.00%"
"2021- 11- 26","8,725","8,755","8,755","8,705","262.09K","-0.40%"
"2021- 11- 25","8,760","8,775","8,780","8,750","27.67K","-0.51%"
"2021- 11- 24","8,805","8,770","8,805","8,760","32.06K","0.46%"
"2021- 11- 23","8,765","8,765","8,800","8,755","31.38K","-0.74%"
"2021- 11- 22","8,830","8,760","8,830","8,755","46.53K","-0.11%"
"2021- 11- 19","8,840","8,880","8,885","8,825","43.02K","-0.67%"
"2021- 11- 18","8,900","8,885","8,925","8,855","28.78K","0.45%"
"2021- 11- 17","8,860","8,865","8,870","8,805","29.64K","-0.51%"
"2021- 11- 16","8,905","8,865","8,970","8,860","18.54K","-0.22%"
"2021- 11- 15","8,925","8,930","8,935","8,865","19.80K","0.28%"
"2021- 11- 12","8,900","8,890","8,950","8,865","29.71K","0.17%"
"2021- 11- 11","8,885","8,830","8,885","8,805","30.98K","-0.11%"
"2021- 11- 10","8,895","8,905","8,925","8,855","36.09K","-0.56%"
"2021- 11- 09","8,945","8,875","8,945","8,860","56.19K","1.07%"
"2021- 11- 08","8,850","8,865","8,865","8,810","18.34K","0.23%"
"2021- 11- 05","8,830","8,825","8,845","8,805","37.20K","-0.51%"
"2021- 11- 04","8,875","8,920","8,940","8,870","18.68K","0.00%"
"2021- 11- 03","8,875","8,945","8,945","8,870","22.83K","-1.06%"
"2021- 11- 02","8,970","8,940","8,980","8,940","3.27K","0.22%"
"2021- 11- 01","8,950","9,010","9,010","8,920","26.55K","-1.32%"
"2021- 10- 29","9,070","9,070","9,075","9,040","13.31K","0.22%"
"2021- 10- 28","9,050","9,015","9,050","8,995","17.38K","0.11%"
"2021- 10- 27","9,040","9,070","9,120","9,040","17.52K","-0.55%"
"2021- 10- 26","9,090","9,080","9,140","9,050","70.78K","0.17%"
"2021- 10- 25","9,075","8,940","9,090","8,925","84.38K","1.51%"
"2021- 10- 22","8,940","8,925","8,945","8,900","9.36K","-0.22%"
"2021- 10- 21","8,960","8,960","9,000","8,925","25.03K","-0.33%"
"2021- 10- 20","8,990","8,955","9,015","8,920","280.01K","0.84%"
"2021- 10- 19","8,915","8,805","8,915","8,805","52.01K","1.36%"
"2021- 10- 18","8,795","8,855","8,855","8,790","39.92K","-0.85%"
"2021- 10- 15","8,870","8,855","8,885","8,835","46.86K","0.62%"
"2021- 10- 14","8,815","8,795","8,820","8,745","80.72K","1.38%"
"2021- 10- 13","8,695","8,620","8,710","8,620","59.30K","0.81%"
"2021- 10- 12","8,625","8,660","8,660","8,610","104.90K","-0.98%"
"2021- 10- 08","8,710","8,770","8,770","8,700","33.84K","-0.46%"
"2021- 10- 07","8,750","8,750","8,775","8,730","53.45K","0.34%"
"2021- 10- 06","8,720","8,790","8,805","8,715","299.00K","-0.68%"
"2021- 10- 05","8,780","8,815","8,845","8,775","49.82K","-0.06%"
"2021- 10- 01","8,785","8,840","8,840","8,780","63.86K","-0.68%"
"2021- 09- 30","8,845","8,795","8,850","8,775","26.88K","-0.23%"
"2021- 09- 29","8,865","8,800","8,865","8,785","37.43K","0.28%"
"2021- 09- 28","8,840","8,915","8,915","8,840","75.14K","-1.39%"
"2021- 09- 27","8,965","8,930","8,990","8,925","7.41K","0.06%"
"2021- 09- 24","8,960","8,985","9,015","8,935","51.10K","0.11%"
"2021- 09- 23","8,950","8,860","8,950","8,815","159.54K","-0.39%"
"2021- 09- 17","8,985","8,990","8,990","8,910","87.72K","-0.66%"
"2021- 09- 16","9,045","9,100","9,120","9,035","40.52K","-0.11%"
"2021- 09- 15","9,055","9,025","9,070","9,005","13.57K","0.11%"
"2021- 09- 14","9,045","8,995","9,050","8,990","11.26K","0.72%"
"2021- 09- 13","8,980","9,060","9,060","8,955","42.35K","-1.05%"
"2021- 09- 10","9,075","9,060","9,100","9,000","25.41K","0.11%"
"2021- 09- 09","9,065","9,105","9,105","9,045","20.68K","-0.55%"
"2021- 09- 08","9,115","9,180","9,180","9,115","17.03K","-1.41%"
"2021- 09- 07","9,245","9,265","9,270","9,230","9.55K","-0.32%"
"2021- 09- 06","9,275","9,290","9,290","9,225","12.60K","0.00%"
"2021- 09- 03","9,275","9,240","9,300","9,240","20.36K","0.76%"
"2021- 09- 02","9,205","9,285","9,285","9,190","16.45K","-0.70%"
"2021- 09- 01","9,270","9,220","9,285","9,210","25.63K","0.43%"
"2021- 08- 31","9,230","9,120","9,245","9,115","41.59K","1.21%"
"2021- 08- 30","9,120","9,165","9,170","9,120","36.45K","0.39%"
"2021- 08- 27","9,085","9,045","9,085","9,005","15.07K","0.22%"
"2021- 08- 26","9,065","9,130","9,160","9,045","19.03K","-0.44%"
"2021- 08- 25","9,105","9,135","9,160","9,080","40.42K","-0.16%"
"2021- 08- 24","9,120","9,075","9,120","9,050","66.25K","1.33%"
"2021- 08- 23","9,000","8,975","9,030","8,960","40.69K","1.01%"
"2021- 08- 20","8,910","8,965","9,040","8,900","47.54K","-0.72%"
"2021- 08- 19","8,975","9,015","9,040","8,955","33.81K","-1.27%"
"2021- 08- 18","9,090","8,945","9,095","8,920","41.88K","1.34%"
"2021- 08- 17","8,970","9,120","9,120","8,935","68.96K","-1.27%"
"2021- 08- 13","9,085","9,170","9,170","9,075","49.66K","-1.30%"
"2021- 08- 12","9,205","9,300","9,300","9,190","30.48K","-0.70%"
"2021- 08- 11","9,270","9,325","9,325","9,265","31.58K","-1.28%"
"2021- 08- 10","9,390","9,425","9,430","9,360","6.86K","-0.84%"
"2021- 08- 09","9,470","9,430","9,480","9,420","6.28K","-0.26%"
"2021- 08- 06","9,495","9,465","9,520","9,465","22.26K","0.32%"
"2021- 08- 05","9,465","9,455","9,510","9,440","11.34K","-0.05%"
"2021- 08- 04","9,470","9,385","9,480","9,385","12.36K","0.80%"
"2021- 08- 03","9,395","9,370","9,395","9,320","13.08K","0.32%"
"2021- 08- 02","9,365","9,350","9,370","9,315","8.69K","-0.11%"
"2021- 07- 30","9,375","9,455","9,465","9,370","10.03K","-0.48%"
"2021- 07- 29","9,420","9,350","9,460","9,345","22.26K","1.29%"
"2021- 07- 28","9,300","9,305","9,315","9,250","15.83K","-0.69%"
"2021- 07- 27","9,365","9,330","9,380","9,330","41.97K","0.75%"
"2021- 07- 26","9,295","9,390","9,390","9,295","22.79K","-0.75%"
"2021- 07- 23","9,365","9,355","9,400","9,350","11.63K","-0.21%"
"2021- 07- 22","9,385","9,350","9,385","9,335","9.00K","0.70%"
"2021- 07- 21","9,320","9,385","9,410","9,320","29.47K","-0.64%"
"2021- 07- 20","9,380","9,355","9,400","9,345","17.50K","-0.42%"
"2021- 07- 19","9,420","9,505","9,505","9,420","18.72K","-1.26%"
"2021- 07- 16","9,540","9,510","9,565","9,485","17.67K","0.05%"
"2021- 07- 15","9,535","9,445","9,535","9,420","20.60K","1.27%"
"2021- 07- 14","9,415","9,380","9,415","9,360","20.10K","-0.53%"
"2021- 07- 13","9,465","9,440","9,500","9,430","20.09K","0.26%"
"2021- 07- 12","9,440","9,455","9,465","9,420","7.12K","0.37%"
"2021- 07- 09","9,405","9,430","9,445","9,390","23.08K","-0.69%"
"2021- 07- 08","9,470","9,545","9,550","9,455","43.56K","-1.20%"
"2021- 07- 07","9,585","9,615","9,615","9,545","28.61K","-1.44%"
"2021- 07- 06","9,725","9,690","9,725","9,665","1.68K","0.36%"
"2021- 07- 05","9,690","9,675","9,740","9,675","11.62K","0.47%"
"2021- 07- 02","9,645","9,650","9,660","9,635","12.34K","-0.31%"
"2021- 07- 01","9,675","9,710","9,720","9,665","33.10K","-1.17%"
"2021- 06- 30","9,790","9,695","9,790","9,685","13.57K","0.41%"
"2021- 06- 29","9,750","9,720","9,750","9,705","7.05K","0.36%"
"2021- 06- 28","9,715","9,750","9,755","9,705","12.34K","-0.51%"
"2021- 06- 25","9,765","9,675","9,775","9,675","32.28K","1.30%"
"2021- 06- 24","9,640","9,620","9,640","9,590","14.55K","0.36%"
"2021- 06- 23","9,605","9,680","9,680","9,590","25.57K","-0.98%"
"2021- 06- 22","9,700","9,690","9,705","9,670","8.92K","0.57%"
"2021- 06- 21","9,645","9,630","9,660","9,585","28.70K","-0.46%"
"2021- 06- 18","9,690","9,680","9,700","9,650","64.57K","-0.36%"
"2021- 06- 17","9,725","9,720","9,765","9,710","56.14K","-2.31%"
"2021- 06- 16","9,955","9,945","9,955","9,925","8.39K","-0.10%"
"2021- 06- 15","9,965","9,940","9,965","9,930","3.02K","-0.10%"
"2021- 06- 14","9,975","9,975","9,995","9,945","2.85K","-0.99%"
"2021- 06- 11","10,075","10,030","10,080","10,030","3.15K","0.80%"
"2021- 06- 10","9,995","9,970","10,010","9,970","4.15K","-0.05%"
"2021- 06- 09","10,000","9,970","10,000","9,950","2.76K","-0.20%"
"2021- 06- 08","10,020","10,060","10,065","9,995","0.88K","-0.20%"
"2021- 06- 07","10,040","10,070","10,090","10,040","9.62K","0.60%"
"2021- 06- 04","9,980","9,970","9,980","9,930","7.32K","-0.45%"
"2021- 06- 03","10,025","10,055","10,090","10,025","0.83K","-0.05%"
"2021- 06- 02","10,030","10,120","10,140","10,020","15.95K","-1.23%"
"2021- 06- 01","10,155","10,105","10,180","10,090","10.27K","0.94%"
"2021- 05- 31","10,060","9,995","10,075","9,975","6.74K","0.80%"
"2021- 05- 28","9,980","9,935","10,010","9,935","14.55K","0.30%"
"2021- 05- 27","9,950","9,970","9,970","9,910","8.48K","-0.05%"
"2021- 05- 26","9,955","9,850","9,980","9,850","13.13K","0.91%"
"2021- 05- 25","9,865","9,835","9,880","9,835","11.53K","0.66%"
"2021- 05- 24","9,800","9,780","9,805","9,755","6.39K","-0.05%"
"2021- 05- 21","9,805","9,760","9,820","9,760","5.61K","0.98%"
"2021- 05- 20","9,710","9,695","9,720","9,685","6.79K","-0.26%"
"2021- 05- 18","9,735","9,660","9,740","9,630","16.48K","0.62%"
"2021- 05- 17","9,675","9,775","9,785","9,650","13.28K","-1.02%"
"2021- 05- 14","9,775","9,760","9,780","9,725","2.86K","0.10%"
"2021- 05- 13","9,765","9,690","9,775","9,690","9.05K","-0.86%"
"2021- 05- 12","9,850","9,925","9,930","9,835","12.54K","-0.91%"
"2021- 05- 11","9,940","9,995","9,995","9,920","7.43K","-0.85%"
"2021- 05- 10","10,025","10,035","10,050","10,000","19.08K","1.37%"
"2021- 05- 07","9,890","9,910","9,920","9,870","4.70K","0.56%"
"2021- 05- 06","9,835","9,845","9,860","9,815","6.86K","-0.56%"
"2021- 05- 04","9,890","9,905","9,925","9,890","10.70K","0.20%"
"2021- 05- 03","9,870","9,990","9,995","9,870","17.51K","-1.89%"
"2021- 04- 30","10,060","10,145","10,165","10,060","3.27K","-0.89%"
"2021- 04- 29","10,150","10,135","10,185","10,135","10.30K","0.84%"
"2021- 04- 28","10,065","10,060","10,085","10,040","2.17K","-0.45%"
"2021- 04- 27","10,110","10,105","10,130","10,055","11.34K","0.50%"
"2021- 04- 26","10,060","10,000","10,085","9,995","2.46K","0.90%"
"2021- 04- 23","9,970","9,930","9,970","9,925","23.33K","-0.20%"
"2021- 04- 22","9,990","9,990","10,035","9,985","3.05K","0.15%"
"2021- 04- 21","9,975","9,995","10,010","9,965","5.29K","-0.99%"
"2021- 04- 20","10,075","10,000","10,095","9,995","9.53K","0.90%"
"2021- 04- 19","9,985","9,950","10,025","9,945","5.18K","-0.20%"
"2021- 04- 16","10,005","9,990","10,035","9,920","3.71K","0.40%"
"2021- 04- 15","9,965","9,995","10,000","9,940","4.56K","-0.30%"
"2021- 04- 14","9,995","9,885","9,995","9,870","12.27K","1.63%"
"2021- 04- 13","9,835","9,840","9,850","9,800","5.11K","-0.05%"
"2021- 04- 12","9,840","9,925","9,925","9,810","5.31K","-0.66%"
"2021- 04- 09","9,905","10,010","10,040","9,905","24.02K","-0.95%"
"2021- 04- 08","10,000","9,960","10,000","9,915","2.13K","-0.10%"
"2021- 04- 07","10,010","9,965","10,015","9,940","12.30K","0.75%"
"2021- 04- 06","9,935","9,840","9,935","9,840","21.04K","1.48%"
"2021- 04- 05","9,790","9,805","9,815","9,775","2.57K","-0.05%"
"2021- 04- 02","9,795","9,780","9,820","9,780","3.60K","0.56%"
"2021- 04- 01","9,740","9,800","9,825","9,710","7.64K","0.15%"
"2021- 03- 31","9,725","9,685","9,725","9,685","1.50K","0.21%"
"2021- 03- 30","9,705","9,710","9,725","9,685","3.87K","-0.21%"
"2021- 03- 29","9,725","9,770","9,770","9,720","3.51K","-0.51%"
"2021- 03- 26","9,775","9,700","9,785","9,700","4.92K","0.62%"
"2021- 03- 25","9,715","9,675","9,725","9,670","5.56K","0.21%"
"2021- 03- 24","9,695","9,705","9,740","9,680","2.97K","-0.87%"
"2021- 03- 23","9,780","9,835","9,840","9,780","4.62K","-0.10%"
