"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 01- 24","10,925","10,925","10,925","10,925","","0.00%"
"2023- 01- 20","10,925","10,880","10,950","10,830","149.44K","0.69%"
"2023- 01- 19","10,850","10,945","11,025","10,850","247.32K","-0.87%"
"2023- 01- 18","10,945","10,965","11,110","10,920","408.94K","-0.27%"
"2023- 01- 17","10,975","10,960","11,020","10,925","159.31K","0.46%"
"2023- 01- 16","10,925","10,985","10,990","10,850","359.77K","-0.91%"
"2023- 01- 15","11,025","11,025","11,025","11,025","","0.00%"
"2023- 01- 13","11,025","11,010","11,085","10,905","352.86K","-0.54%"
"2023- 01- 12","11,085","11,015","11,100","10,985","141.63K","0.05%"
"2023- 01- 11","11,080","11,010","11,155","10,975","338.88K","0.18%"
"2023- 01- 10","11,060","10,990","11,060","10,925","360.48K","0.09%"
"2023- 01- 09","11,050","11,275","11,275","11,035","979.45K","-3.79%"
"2023- 01- 06","11,485","11,590","11,615","11,350","312.06K","-0.22%"
"2023- 01- 05","11,510","11,550","11,600","11,470","166.82K","-0.35%"
"2023- 01- 04","11,550","11,695","11,695","11,515","225.34K","0.13%"
"2023- 01- 03","11,535","11,570","11,665","11,420","411.70K","-0.30%"
"2023- 01- 02","11,570","11,370","11,570","11,365","255.96K","0.87%"
"2022- 12- 29","11,470","11,525","11,555","11,405","266.25K","-0.26%"
"2022- 12- 28","11,500","11,585","11,585","11,470","272.09K","-0.48%"
"2022- 12- 27","11,555","11,585","11,605","11,430","380.16K","-0.52%"
"2022- 12- 26","11,615","11,720","11,725","11,605","138.78K","-0.94%"
"2022- 12- 23","11,725","11,830","11,835","11,670","419.10K","0.95%"
"2022- 12- 22","11,615","11,765","11,795","11,565","553.93K","-1.53%"
"2022- 12- 21","11,795","11,835","11,870","11,765","386.91K","-0.88%"
"2022- 12- 20","11,900","12,150","12,160","11,770","528.54K","-1.77%"
"2022- 12- 19","12,115","12,245","12,285","12,005","350.75K","-0.33%"
"2022- 12- 16","12,155","12,410","12,415","12,140","387.63K","0.29%"
"2022- 12- 15","12,120","12,040","12,120","12,020","149.36K","1.21%"
"2022- 12- 14","11,975","11,900","12,060","11,900","245.60K","-0.99%"
"2022- 12- 13","12,095","12,145","12,220","12,055","180.46K","-0.66%"
"2022- 12- 12","12,175","12,135","12,285","12,135","163.46K","0.74%"
"2022- 12- 09","12,085","12,375","12,385","12,045","353.73K","-2.62%"
"2022- 12- 08","12,410","12,360","12,475","12,360","170.59K","-0.52%"
"2022- 12- 07","12,475","12,425","12,525","12,280","328.37K","0.65%"
"2022- 12- 06","12,395","12,135","12,395","12,090","346.48K","3.94%"
"2022- 12- 05","11,925","12,025","12,030","11,870","389.03K","-1.20%"
"2022- 12- 02","12,070","12,105","12,130","12,010","288.22K","0.12%"
"2022- 12- 01","12,055","12,060","12,210","11,975","686.84K","-2.98%"
"2022- 11- 30","12,425","12,605","12,605","12,375","283.63K","-0.96%"
"2022- 11- 29","12,545","12,820","12,840","12,480","229.52K","-2.11%"
"2022- 11- 28","12,815","12,770","12,835","12,690","308.06K","2.44%"
"2022- 11- 25","12,510","12,570","12,685","12,425","233.66K","-0.56%"
"2022- 11- 24","12,580","12,775","12,810","12,520","384.23K","-3.49%"
"2022- 11- 23","13,035","13,015","13,090","12,935","175.73K","-0.61%"
"2022- 11- 22","13,115","13,190","13,240","13,015","268.16K","0.19%"
"2022- 11- 21","13,090","12,805","13,110","12,805","273.17K","2.39%"
"2022- 11- 18","12,785","12,790","12,885","12,650","183.66K","0.12%"
"2022- 11- 17","12,770","12,600","12,885","12,600","392.22K","2.00%"
"2022- 11- 16","12,520","12,330","12,640","12,320","514.56K","1.21%"
"2022- 11- 15","12,370","12,520","12,560","12,345","355.56K","-1.43%"
"2022- 11- 14","12,550","12,400","12,650","12,205","535.60K","1.17%"
"2022- 11- 11","12,405","12,970","13,000","12,295","954.56K","-8.42%"
"2022- 11- 10","13,545","13,435","13,545","13,245","257.28K","1.65%"
"2022- 11- 09","13,325","13,565","13,615","13,230","441.94K","-2.74%"
"2022- 11- 08","13,700","13,880","13,895","13,675","303.42K","-2.49%"
"2022- 11- 07","14,050","14,170","14,275","14,000","233.02K","-2.36%"
"2022- 11- 04","14,390","14,525","14,595","14,325","177.44K","-0.62%"
"2022- 11- 03","14,480","14,560","14,590","14,375","262.55K","0.70%"
"2022- 11- 02","14,380","14,405","14,435","14,335","63.93K","0.24%"
"2022- 11- 01","14,345","14,555","14,600","14,305","153.60K","-1.10%"
"2022- 10- 31","14,505","14,450","14,525","14,380","115.49K","0.35%"
"2022- 10- 28","14,455","14,450","14,480","14,285","196.17K","0.77%"
"2022- 10- 27","14,345","14,320","14,475","14,260","177.82K","-1.24%"
"2022- 10- 26","14,525","14,595","14,655","14,475","188.86K","-0.99%"
"2022- 10- 25","14,670","14,895","14,895","14,645","222.78K","-0.88%"
"2022- 10- 24","14,800","14,605","14,825","14,575","234.30K","-0.17%"
"2022- 10- 23","14,825","14,825","14,825","14,825","","0.00%"
"2022- 10- 21","14,825","14,655","14,840","14,635","223.41K","1.09%"
"2022- 10- 20","14,665","14,690","14,745","14,555","232.50K","0.96%"
"2022- 10- 19","14,525","14,485","14,585","14,270","199.03K","0.52%"
"2022- 10- 18","14,450","14,580","14,640","14,385","186.73K","-1.67%"
"2022- 10- 17","14,695","14,815","14,830","14,655","174.77K","0.93%"
"2022- 10- 14","14,560","14,635","14,690","14,505","252.78K","-0.41%"
"2022- 10- 13","14,620","14,540","14,620","14,490","199.36K","0.86%"
"2022- 10- 12","14,495","14,675","14,725","14,440","521.42K","-1.39%"
"2022- 10- 11","14,700","14,555","14,770","14,555","305.74K","3.19%"
"2022- 10- 07","14,245","14,205","14,265","14,040","336.25K","1.35%"
"2022- 10- 06","14,055","14,300","14,320","13,945","306.83K","-1.13%"
"2022- 10- 05","14,215","14,320","14,460","14,215","227.79K","-2.07%"
"2022- 10- 04","14,515","14,635","14,730","14,495","260.59K","-0.85%"
"2022- 09- 30","14,640","14,645","14,695","14,565","316.44K","-0.98%"
"2022- 09- 29","14,785","14,535","14,790","14,520","237.15K","-0.30%"
"2022- 09- 28","14,830","14,530","14,830","14,510","259.63K","2.59%"
"2022- 09- 27","14,455","14,600","14,645","14,455","239.66K","-1.30%"
"2022- 09- 26","14,645","14,400","14,690","14,365","263.52K","3.10%"
"2022- 09- 23","14,205","14,155","14,225","14,085","171.18K","-0.32%"
"2022- 09- 22","14,250","13,985","14,250","13,985","167.62K","2.48%"
"2022- 09- 21","13,905","13,780","13,910","13,735","315.65K","0.80%"
"2022- 09- 20","13,795","13,785","13,795","13,745","103.96K","-0.40%"
"2022- 09- 19","13,850","13,730","13,860","13,670","112.86K","0.69%"
"2022- 09- 18","13,755","13,755","13,755","13,755","","0.00%"
"2022- 09- 16","13,755","13,950","13,965","13,755","188.56K","-0.76%"
"2022- 09- 15","13,860","13,805","13,935","13,805","116.64K","0.40%"
"2022- 09- 14","13,805","13,850","13,880","13,770","175.81K","2.64%"
"2022- 09- 13","13,450","13,470","13,535","13,425","166.30K","-1.10%"
"2022- 09- 08","13,600","13,530","13,675","13,530","255.41K","-0.66%"
"2022- 09- 07","13,690","13,565","13,755","13,565","487.03K","1.94%"
"2022- 09- 06","13,430","13,365","13,530","13,290","156.52K","-0.04%"
"2022- 09- 05","13,435","13,245","13,485","13,225","150.63K","1.43%"
"2022- 09- 02","13,245","13,100","13,245","13,055","109.83K","1.18%"
"2022- 09- 01","13,090","12,895","13,105","12,895","87.57K","2.35%"
"2022- 08- 31","12,790","13,000","13,045","12,765","106.87K","-1.20%"
"2022- 08- 30","12,945","12,930","13,000","12,900","93.04K","-0.54%"
"2022- 08- 29","13,015","12,880","13,015","12,855","158.59K","2.93%"
"2022- 08- 26","12,645","12,715","12,730","12,625","39.72K","-0.51%"
"2022- 08- 25","12,710","12,830","12,855","12,700","104.20K","-1.20%"
"2022- 08- 24","12,865","12,800","12,900","12,775","70.78K","-0.31%"
"2022- 08- 23","12,905","12,845","12,910","12,760","232.41K","0.78%"
"2022- 08- 22","12,805","12,705","12,815","12,705","64.92K","2.11%"
"2022- 08- 19","12,540","12,535","12,585","12,510","110.76K","0.76%"
"2022- 08- 18","12,445","12,330","12,445","12,300","120.94K","1.59%"
"2022- 08- 17","12,250","12,220","12,260","12,210","31.06K","0.29%"
"2022- 08- 16","12,215","12,275","12,280","12,210","59.52K","1.12%"
"2022- 08- 12","12,080","12,175","12,185","12,045","57.81K","-0.25%"
"2022- 08- 11","12,110","12,040","12,145","12,035","94.65K","-1.14%"
"2022- 08- 10","12,250","12,185","12,255","12,180","42.87K","0.99%"
"2022- 08- 09","12,130","12,095","12,190","12,080","57.81K","-0.33%"
"2022- 08- 08","12,170","12,115","12,175","12,105","106.84K","1.16%"
"2022- 08- 05","12,030","12,125","12,130","11,985","205.11K","-1.72%"
"2022- 08- 04","12,240","12,205","12,270","12,185","52.61K","-0.08%"
"2022- 08- 03","12,250","12,325","12,325","12,180","102.95K","0.86%"
"2022- 08- 02","12,145","12,195","12,240","12,145","83.35K","0.16%"
"2022- 08- 01","12,125","12,150","12,205","12,115","104.68K","0.71%"
"2022- 07- 29","12,040","11,965","12,070","11,965","62.15K","0.04%"
"2022- 07- 28","12,035","12,160","12,210","12,035","177.44K","-2.07%"
"2022- 07- 27","12,290","12,240","12,320","12,210","65.56K","0.70%"
"2022- 07- 26","12,205","12,285","12,285","12,175","52.80K","-0.77%"
"2022- 07- 25","12,300","12,285","12,300","12,190","120.61K","0.08%"
"2022- 07- 22","12,290","12,190","12,310","12,190","85.05K","0.70%"
"2022- 07- 21","12,205","12,280","12,355","12,195","71.61K","-0.61%"
"2022- 07- 20","12,280","12,150","12,280","12,095","135.11K","-0.16%"
"2022- 07- 19","12,300","12,380","12,410","12,230","205.55K","-0.57%"
"2022- 07- 18","12,370","12,395","12,440","12,290","180.81K","-1.24%"
"2022- 07- 15","12,525","12,340","12,535","12,340","178.69K","2.16%"
"2022- 07- 14","12,260","12,180","12,270","12,160","109.05K","0.62%"
"2022- 07- 13","12,185","12,195","12,225","12,100","139.00K","-0.73%"
"2022- 07- 12","12,275","12,250","12,350","12,200","292.96K","1.36%"
"2022- 07- 11","12,110","12,010","12,110","11,980","117.51K","0.33%"
"2022- 07- 08","12,070","11,995","12,100","11,955","202.35K","0.25%"
"2022- 07- 07","12,040","12,145","12,200","11,980","224.07K","-1.15%"
"2022- 07- 06","12,180","12,185","12,240","12,140","232.39K","1.04%"
"2022- 07- 05","12,055","11,975","12,065","11,930","59.36K","0.54%"
"2022- 07- 04","11,990","12,030","12,040","11,970","62.17K","-0.04%"
"2022- 07- 01","11,995","11,870","12,020","11,830","101.57K","-0.17%"
"2022- 06- 30","12,015","12,035","12,105","11,985","138.17K","0.00%"
"2022- 06- 29","12,015","11,890","12,015","11,850","49.17K","2.47%"
"2022- 06- 28","11,725","11,795","11,805","11,715","49.25K","-0.55%"
"2022- 06- 27","11,790","11,860","11,935","11,685","196.96K","-1.71%"
"2022- 06- 24","11,995","12,055","12,075","11,955","236.73K","-0.58%"
"2022- 06- 23","12,065","12,010","12,085","11,975","239.70K","0.54%"
"2022- 06- 22","12,000","11,875","12,000","11,875","161.27K","0.71%"
"2022- 06- 21","11,915","11,850","11,915","11,805","76.58K","0.25%"
"2022- 06- 20","11,885","11,850","11,945","11,805","160.85K","0.68%"
"2022- 06- 17","11,805","11,830","11,870","11,715","153.27K","0.04%"
"2022- 06- 16","11,800","11,645","11,835","11,615","120.22K","-0.51%"
"2022- 06- 15","11,860","11,820","11,910","11,810","147.66K","0.68%"
"2022- 06- 14","11,780","11,860","11,890","11,775","121.14K","0.30%"
"2022- 06- 13","11,745","11,690","11,825","11,690","243.07K","2.40%"
"2022- 06- 10","11,470","11,385","11,470","11,365","87.99K","1.91%"
"2022- 06- 09","11,255","11,250","11,330","11,195","64.00K","0.31%"
"2022- 06- 08","11,220","11,230","11,270","11,205","62.15K","-0.49%"
"2022- 06- 07","11,275","11,180","11,310","11,180","156.30K","2.45%"
"2022- 06- 03","11,005","11,015","11,030","10,930","180.14K","-1.52%"
"2022- 06- 02","11,175","11,080","11,215","11,075","141.85K","2.34%"
"2022- 05- 31","10,920","10,920","11,015","10,875","90.81K","-0.23%"
"2022- 05- 30","10,945","11,140","11,200","10,940","108.36K","-2.67%"
"2022- 05- 27","11,245","11,345","11,350","11,190","108.27K","-1.79%"
"2022- 05- 26","11,450","11,425","11,495","11,385","38.76K","0.39%"
"2022- 05- 25","11,405","11,350","11,405","11,330","39.11K","-0.18%"
"2022- 05- 24","11,425","11,355","11,425","11,355","57.42K","0.40%"
"2022- 05- 23","11,380","11,500","11,525","11,380","111.88K","-0.70%"
"2022- 05- 20","11,460","11,440","11,550","11,440","89.09K","-1.55%"
"2022- 05- 19","11,640","11,620","11,640","11,550","77.11K","1.79%"
"2022- 05- 18","11,435","11,485","11,565","11,435","162.86K","-1.38%"
"2022- 05- 17","11,595","11,685","11,685","11,580","66.05K","-1.36%"
"2022- 05- 16","11,755","11,640","11,800","11,610","121.61K","0.00%"
"2022- 05- 13","11,755","11,890","11,890","11,715","129.29K","-0.84%"
"2022- 05- 12","11,855","11,715","11,895","11,715","190.36K","2.24%"
"2022- 05- 11","11,595","11,630","11,680","11,585","183.65K","-0.09%"
"2022- 05- 10","11,605","11,620","11,660","11,555","235.41K","0.26%"
"2022- 05- 09","11,575","11,550","11,620","11,545","103.75K","0.17%"
"2022- 05- 06","11,555","11,510","11,610","11,495","261.43K","1.18%"
"2022- 05- 04","11,420","11,360","11,420","11,305","158.73K","-0.26%"
"2022- 05- 03","11,450","11,460","11,470","11,380","119.09K","0.26%"
"2022- 05- 02","11,420","11,395","11,460","11,370","158.82K","1.56%"
"2022- 04- 29","11,245","11,530","11,540","11,245","153.15K","-2.68%"
"2022- 04- 28","11,555","11,410","11,590","11,365","216.20K","1.09%"
"2022- 04- 27","11,430","11,360","11,430","11,340","124.83K","2.51%"
"2022- 04- 26","11,150","11,145","11,150","11,070","182.31K","0.00%"
"2022- 04- 25","11,150","11,040","11,150","11,040","124.06K","1.92%"
"2022- 04- 22","10,940","11,005","11,065","10,940","41.16K","0.00%"
"2022- 04- 21","10,940","10,870","10,940","10,865","69.31K","0.41%"
"2022- 04- 20","10,895","10,960","10,985","10,840","61.30K","-0.14%"
"2022- 04- 19","10,910","10,865","10,925","10,850","32.97K","0.32%"
"2022- 04- 18","10,875","10,795","10,875","10,795","63.91K","0.83%"
"2022- 04- 15","10,785","10,810","10,830","10,765","47.77K","0.79%"
"2022- 04- 14","10,700","10,710","10,720","10,670","131.96K","-0.60%"
"2022- 04- 13","10,765","10,805","10,825","10,710","164.21K","-1.28%"
"2022- 04- 12","10,905","10,890","10,945","10,890","200.39K","0.41%"
"2022- 04- 11","10,860","10,790","10,870","10,785","87.84K","1.31%"
"2022- 04- 08","10,720","10,610","10,730","10,600","61.49K","0.99%"
"2022- 04- 07","10,615","10,625","10,625","10,570","13.44K","0.24%"
"2022- 04- 06","10,590","10,605","10,660","10,590","100.07K","0.91%"
"2022- 04- 05","10,495","10,530","10,545","10,465","58.31K","-0.33%"
"2022- 04- 04","10,530","10,620","10,630","10,530","22.53K","-0.19%"
"2022- 04- 01","10,550","10,550","10,600","10,540","69.24K","0.52%"
"2022- 03- 31","10,495","10,480","10,500","10,440","35.79K","0.29%"
"2022- 03- 30","10,465","10,470","10,520","10,420","243.88K","-1.60%"
"2022- 03- 29","10,635","10,700","10,700","10,625","76.72K","-1.25%"
"2022- 03- 28","10,770","10,690","10,770","10,685","300.88K","1.41%"
"2022- 03- 25","10,620","10,630","10,640","10,575","31.92K","0.09%"
"2022- 03- 24","10,610","10,610","10,660","10,590","67.61K","0.71%"
"2022- 03- 23","10,535","10,540","10,540","10,480","92.53K","-0.66%"
"2022- 03- 22","10,605","10,660","10,695","10,605","87.62K","0.28%"
"2022- 03- 21","10,575","10,515","10,575","10,475","118.18K","1.34%"
"2022- 03- 18","10,435","10,505","10,590","10,420","86.25K","-1.00%"
"2022- 03- 17","10,540","10,750","10,770","10,520","188.26K","-3.52%"
"2022- 03- 16","10,925","11,025","11,065","10,925","123.69K","-1.18%"
"2022- 03- 15","11,055","11,030","11,080","10,995","73.67K","0.14%"
"2022- 03- 14","11,040","10,925","11,040","10,910","141.22K","1.66%"
"2022- 03- 11","10,860","10,810","10,915","10,810","210.05K","0.51%"
"2022- 03- 10","10,805","10,745","10,845","10,745","92.90K","-1.41%"
"2022- 03- 08","10,960","10,860","10,985","10,845","105.30K","1.53%"
"2022- 03- 07","10,795","10,655","10,795","10,655","419.46K","2.37%"
"2022- 03- 04","10,545","10,440","10,545","10,440","129.41K","1.54%"
"2022- 03- 03","10,385","10,380","10,390","10,350","19.54K","-0.29%"
"2022- 03- 02","10,415","10,390","10,415","10,370","23.65K","0.53%"
"2022- 02- 28","10,360","10,360","10,450","10,355","83.41K","0.19%"
"2022- 02- 25","10,340","10,385","10,400","10,320","134.71K","-0.10%"
"2022- 02- 24","10,350","10,210","10,370","10,210","254.05K","1.37%"
"2022- 02- 23","10,210","10,190","10,210","10,145","49.34K","0.10%"
"2022- 02- 22","10,200","10,220","10,250","10,200","89.55K","0.20%"
"2022- 02- 21","10,180","10,280","10,300","10,170","103.46K","-0.68%"
"2022- 02- 18","10,250","10,300","10,300","10,235","108.69K","-0.19%"
"2022- 02- 17","10,270","10,260","10,335","10,230","203.16K","0.05%"
"2022- 02- 16","10,265","10,240","10,270","10,240","62.08K","-0.53%"
"2022- 02- 15","10,320","10,270","10,325","10,260","71.25K","0.83%"
"2022- 02- 14","10,235","10,325","10,325","10,235","59.91K","-0.68%"
"2022- 02- 11","10,305","10,320","10,350","10,300","76.21K","0.39%"
"2022- 02- 10","10,265","10,230","10,280","10,230","38.90K","0.00%"
"2022- 02- 09","10,265","10,275","10,285","10,240","193.64K","-0.24%"
"2022- 02- 08","10,290","10,285","10,305","10,270","48.69K","-0.39%"
"2022- 02- 07","10,330","10,300","10,340","10,290","41.60K","0.49%"
"2022- 02- 04","10,280","10,370","10,370","10,280","95.72K","-1.49%"
"2022- 02- 03","10,435","10,375","10,445","10,375","74.77K","-0.05%"
"2022- 01- 28","10,440","10,405","10,460","10,390","153.70K","0.63%"
"2022- 01- 27","10,375","10,335","10,395","10,335","165.35K","0.78%"
"2022- 01- 26","10,295","10,285","10,295","10,255","53.98K","-0.10%"
"2022- 01- 25","10,305","10,250","10,330","10,250","148.80K","0.54%"
"2022- 01- 24","10,250","10,230","10,250","10,205","103.00K","0.24%"
"2022- 01- 21","10,225","10,220","10,240","10,190","106.55K","0.39%"
"2022- 01- 20","10,185","10,150","10,200","10,130","91.38K","0.05%"
"2022- 01- 19","10,180","10,210","10,220","10,170","105.49K","0.10%"
"2022- 01- 18","10,170","10,165","10,200","10,095","95.39K","-0.34%"
"2022- 01- 17","10,205","10,135","10,215","10,135","65.94K","0.94%"
"2022- 01- 14","10,110","10,130","10,155","10,095","77.05K","-0.20%"
"2022- 01- 13","10,130","10,110","10,160","10,110","64.54K","-0.39%"
"2022- 01- 12","10,170","10,180","10,185","10,145","91.01K","-0.78%"
"2022- 01- 11","10,250","10,315","10,315","10,215","61.03K","-0.73%"
"2022- 01- 10","10,325","10,330","10,360","10,310","48.26K","-0.39%"
"2022- 01- 07","10,365","10,380","10,405","10,360","66.55K","0.14%"
"2022- 01- 06","10,350","10,345","10,360","10,295","111.62K","0.58%"
"2022- 01- 05","10,290","10,290","10,335","10,285","149.35K","0.59%"
"2022- 01- 04","10,230","10,255","10,270","10,215","65.57K","0.34%"
"2022- 01- 03","10,195","10,150","10,220","10,125","50.13K","0.44%"
"2021- 12- 30","10,150","10,105","10,150","10,060","74.00K","0.25%"
"2021- 12- 29","10,125","10,120","10,130","10,105","19.95K","-0.05%"
"2021- 12- 28","10,130","10,095","10,140","10,085","23.60K","0.25%"
"2021- 12- 27","10,105","10,105","10,120","10,090","18.89K","0.00%"
"2021- 12- 24","10,105","10,095","10,125","10,085","62.99K","-0.25%"
"2021- 12- 23","10,130","10,140","10,165","10,095","94.47K","-0.64%"
"2021- 12- 22","10,195","10,175","10,200","10,150","99.26K","-0.05%"
"2021- 12- 21","10,200","10,155","10,205","10,140","113.15K","0.20%"
"2021- 12- 20","10,180","10,120","10,190","10,105","125.44K","1.75%"
"2021- 12- 17","10,005","10,070","10,105","10,005","61.65K","-0.30%"
"2021- 12- 16","10,035","10,060","10,070","10,020","70.43K","-0.45%"
"2021- 12- 15","10,080","10,065","10,105","10,060","123.67K","0.60%"
"2021- 12- 14","10,020","10,060","10,070","10,015","96.83K","0.30%"
"2021- 12- 13","9,990","9,995","10,010","9,940","76.49K","-0.05%"
"2021- 12- 10","9,995","9,955","9,995","9,925","88.95K","1.01%"
"2021- 12- 09","9,895","9,885","9,905","9,875","81.02K","-0.25%"
"2021- 12- 08","9,920","9,950","9,965","9,910","104.20K","-0.60%"
"2021- 12- 07","9,980","10,020","10,055","9,975","58.77K","-0.55%"
"2021- 12- 06","10,035","10,040","10,090","10,015","215.43K","0.50%"
"2021- 12- 03","9,985","9,960","9,995","9,930","80.02K","0.60%"
"2021- 12- 02","9,925","9,980","9,985","9,915","120.80K","-0.50%"
"2021- 12- 01","9,975","10,060","10,085","9,940","280.37K","-1.53%"
"2021- 11- 30","10,130","10,170","10,170","10,095","343.69K","-0.78%"
"2021- 11- 29","10,210","10,270","10,270","10,185","114.47K","-0.20%"
"2021- 11- 26","10,230","10,165","10,235","10,165","108.35K","0.74%"
"2021- 11- 25","10,155","10,145","10,175","10,135","38.82K","0.40%"
"2021- 11- 24","10,115","10,170","10,170","10,115","44.09K","-0.44%"
"2021- 11- 23","10,160","10,160","10,180","10,125","89.32K","0.74%"
"2021- 11- 22","10,085","10,170","10,175","10,085","110.34K","0.05%"
"2021- 11- 19","10,080","10,045","10,090","10,010","92.36K","0.60%"
"2021- 11- 18","10,020","10,035","10,055","9,980","64.84K","-0.20%"
"2021- 11- 17","10,040","10,040","10,110","10,030","122.31K","0.40%"
"2021- 11- 16","10,000","10,040","10,055","9,935","95.06K","0.25%"
"2021- 11- 15","9,975","9,990","10,040","9,970","77.35K","-0.15%"
"2021- 11- 12","9,990","10,025","10,040","9,955","89.14K","-0.30%"
"2021- 11- 11","10,020","10,090","10,130","10,020","209.64K","-0.10%"
"2021- 11- 10","10,030","10,000","10,065","9,990","95.40K","0.55%"
"2021- 11- 09","9,975","10,075","10,075","9,965","209.27K","-0.94%"
"2021- 11- 08","10,070","10,060","10,115","10,055","93.77K","-0.35%"
"2021- 11- 05","10,105","10,095","10,130","10,075","126.86K","0.55%"
"2021- 11- 04","10,050","9,980","10,055","9,960","133.58K","0.05%"
"2021- 11- 03","10,045","9,990","10,050","9,975","120.66K","1.16%"
"2021- 11- 02","9,930","9,970","9,975","9,920","139.31K","-0.30%"
"2021- 11- 01","9,960","9,895","9,995","9,895","153.74K","1.32%"
"2021- 10- 29","9,830","9,825","9,870","9,820","148.88K","-0.25%"
"2021- 10- 28","9,855","9,910","9,920","9,850","126.06K","0.05%"
"2021- 10- 27","9,850","9,820","9,870","9,785","96.26K","0.51%"
"2021- 10- 26","9,800","9,820","9,855","9,755","129.16K","-0.25%"
"2021- 10- 25","9,825","9,980","9,995","9,815","136.60K","-1.55%"
"2021- 10- 22","9,980","10,000","10,030","9,980","133.98K","0.00%"
"2021- 10- 21","9,980","9,960","10,000","9,915","57.67K","0.50%"
"2021- 10- 20","9,930","9,950","10,010","9,900","137.58K","-0.80%"
"2021- 10- 19","10,010","10,120","10,125","10,010","89.56K","-1.48%"
"2021- 10- 18","10,160","10,095","10,160","10,080","66.25K","0.89%"
"2021- 10- 15","10,070","10,100","10,110","10,055","94.30K","-0.64%"
"2021- 10- 14","10,135","10,170","10,220","10,115","81.19K","-1.31%"
"2021- 10- 13","10,270","10,360","10,360","10,260","86.48K","-0.87%"
"2021- 10- 12","10,360","10,320","10,380","10,320","118.25K","0.68%"
"2021- 10- 08","10,290","10,205","10,290","10,205","83.64K","0.68%"
"2021- 10- 07","10,220","10,220","10,240","10,185","133.67K","-0.29%"
"2021- 10- 06","10,250","10,150","10,250","10,150","188.60K","0.69%"
"2021- 10- 05","10,180","10,130","10,185","10,100","105.23K","0.10%"
"2021- 10- 01","10,170","10,095","10,190","10,095","94.14K","0.64%"
"2021- 09- 30","10,105","10,160","10,185","10,095","126.79K","0.30%"
"2021- 09- 29","10,075","10,175","10,180","10,075","206.50K","-0.35%"
"2021- 09- 28","10,110","10,025","10,110","10,020","141.11K","1.30%"
"2021- 09- 27","9,980","10,020","10,025","9,935","46.72K","-0.05%"
"2021- 09- 24","9,985","9,940","10,000","9,905","132.18K","0.15%"
"2021- 09- 23","9,970","10,085","10,150","9,970","189.48K","0.20%"
"2021- 09- 17","9,950","9,955","10,035","9,940","129.98K","0.51%"
"2021- 09- 16","9,900","9,830","9,900","9,805","67.85K","0.15%"
"2021- 09- 15","9,885","9,910","9,940","9,860","58.14K","-0.05%"
"2021- 09- 14","9,890","9,940","9,955","9,875","105.80K","-0.80%"
"2021- 09- 13","9,970","9,875","9,995","9,875","97.62K","1.06%"
"2021- 09- 10","9,865","9,880","9,935","9,825","125.19K","0.00%"
